"event_name","event_name_analyzed","event_code","fk_program_seasons","event_subtype","event_subtype_moniker","event_type","event_venue","event_venue_sort","event_venue_analyzed","event_stateprov","event_country","event_city","event_address1","event_address2","date_end","date_start","event_postalcode","event_season","capacity_total","event_web_url","flag_bag_and_tag_event","program_code_display","program_name","flag_display_in_vims","ff_event_type_sort_order","countryCode","open_capacity","event_fee_currency","hotel_document","id","lat","lon","event_venue_room","event_fee_base","community_event_contact_name_first","community_event_contact_name_last","community_event_contact_email"
"Miami Valley Regional","Miami Valley Regional","OHMV",247,"Regional","Regional","FRC","Wright State University","Wright State University","Wright State University","OH","USA","Dayton","Nutter Center","3640 Colonel Glenn Hwy","2018-03-03T00:00:00","2018-02-28T00:00:00","45435",2018,60,,true,"FRC","FIRST Robotics Competition",true,3,"US",27,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28137,39.766782,-84.085913,,,,,
"Michigan State Championship","Michigan State Championship","MICMP",247,"Qualifying Championship","District Championship","FRC","Saginaw Valley State University","Saginaw Valley State University","Saginaw Valley State University","MI","USA","University Center","Ryder Center","7400 Bay Road","2018-04-14T00:00:00","2018-04-11T00:00:00","48710",2018,160,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,100,"US",160,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27869,43.561826,-83.987515,"",,"","",
"Midwest Regional","Midwest Regional","ILCH",247,"Regional","Regional","FRC","UIC Pavilion ","UIC Pavilion ","UIC Pavilion ","IL","USA","Chicago","University of Illinois, Chicago","525 S. Racine Ave","2018-04-07T00:00:00","2018-04-04T00:00:00","60607",2018,54,"http://www.firstillinoisrobotics.org/frc/events/midwest-regional.html",true,"FRC","FIRST Robotics Competition",true,3,"US",23,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27885,41.87941,-87.650582,"",,"","",""
"Minnesota 10000 Lakes Regional","Minnesota 10000 Lakes Regional","MNMI",247,"Regional","Regional","FRC","Williams Arena/The Sports Pavilion Univ of MN","Williams Arena/The Sports Pavilion Univ of MN","Williams Arena/The Sports Pavilion Univ of MN","MN","USA","Minneapolis","1925 University Avenue SE",,"2018-03-31T00:00:00","2018-03-28T00:00:00","55455",2018,63,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",23,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27929,44.972981,-93.237826,"",,"","","lfshimizu@gmail.com"
"Minnesota North Star Regional","Minnesota North Star Regional","MNMI2",247,"Regional","Regional","FRC","Mariucci Arena - University of Minnesota","Mariucci Arena - University of Minnesota","Mariucci Arena - University of Minnesota","MN","USA","Minneapolis","1901 4th Street SE",,"2018-03-31T00:00:00","2018-03-28T00:00:00","55455",2018,60,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",27,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27935,44.972981,-93.237826,"",,"","","lfshimizu@gmail.com"
"Monterrey Regional","Monterrey Regional","MXMO",247,"Regional","Regional","FRC","ITESM Campus Monterrey - Gimnasio Deportivo","ITESM Campus Monterrey - Gimnasio Deportivo","ITESM Campus Monterrey - Gimnasio Deportivo","MEX","Mexico","Monterrey","Av. Eugenio Garza Sada 2501 Sur, Tecnologico",,"2018-03-03T00:00:00","2018-02-28T00:00:00","64849",2018,40,"",true,"FRC","FIRST Robotics Competition",true,3,"MX",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22467,24.7017,-100.7583,"",,"","",
"NC District Forsyth County Event","NC District Forsyth County Event","NCWIN",247,"Qualifying Event","District Event","FRC","Winston-Salem Fairgrounds - Annex","Winston-Salem Fairgrounds - Annex","Winston-Salem Fairgrounds - Annex","NC","USA","Winston-Salem","421 W 27th Street",,"2018-03-31T00:00:00","2018-03-29T00:00:00","27105",2018,34,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",21,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28067,36.150762,-80.234242,,,,,
"NC District Pitt County Event","NC District Pitt County Event","NCGRE",247,"Qualifying Event","District Event","FRC","Minges Coliseum at ECU","Minges Coliseum at ECU","Minges Coliseum at ECU","NC","USA","Greenville","200 Ficklen Drive",,"2018-03-11T00:00:00","2018-03-09T00:00:00","27858",2018,34,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",8,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28053,35.589407,-77.351275,,,,,
"NC District UNC Asheville Event","NC District UNC Asheville Event","NCASH",247,"Qualifying Event","District Event","FRC","UNC Asheville - Kimmel Arena","UNC Asheville - Kimmel Arena","UNC Asheville - Kimmel Arena","NC","USA","Asheville","227 Campus Drive",,"2018-03-25T00:00:00","2018-03-23T00:00:00","28804",2018,34,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",25,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28065,35.63743,-82.558381,,,,,
"NC District UNC Pembroke Event","NC District UNC Pembroke Event","NCPEM",247,"Qualifying Event","District Event","FRC","UNC Pembroke - Jones Health and Physical Education Center","UNC Pembroke - Jones Health and Physical Education Center","UNC Pembroke - Jones Health and Physical Education Center","NC","USA","Pembroke","1 University Drive",,"2018-03-18T00:00:00","2018-03-16T00:00:00","28372",2018,34,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",22,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27947,34.682421,-79.194731,"",,"","",""
"NE District Granite State Event","NE District Granite State Event","NHGRS",247,"Qualifying Event","District Event","FRC","Windham High School","Windham High School","Windham High School","NH","USA","Windham","64 London Bridge Road",,"2018-03-04T00:00:00","2018-03-02T00:00:00","03087",2018,37,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28001,42.801406,-71.303561,,,"","",
"NE District Greater Boston Event","NE District Greater Boston Event","MABOS",247,"Qualifying Event","District Event","FRC","Revere High School","Revere High School","Revere High School","MA","USA","Revere","101 School Street",,"2018-04-08T00:00:00","2018-04-06T00:00:00","02151",2018,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",34,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27895,42.415223,-71.005325,"",,"","",
"NE District Hartford Event","NE District Hartford Event","CTHAR",247,"Qualifying Event","District Event","FRC","Hartford Public High School","Hartford Public High School","Hartford Public High School","CT","USA","Hartford","55 Forest Street",,"2018-04-08T00:00:00","2018-04-06T00:00:00","06105",2018,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27987,41.769774,-72.699048,,,"","",
"NE District North Shore Event","NE District North Shore Event","MAREA",247,"Qualifying Event","District Event","FRC","Reading Memorial High School","Reading Memorial High School","Reading Memorial High School","MA","USA","Reading","62 Oakland Road",,"2018-03-18T00:00:00","2018-03-16T00:00:00","01867",2018,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",17,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27857,42.529523,-71.108868,"",,"","",
"Rocket City Regional","Rocket City Regional","ALHU",247,"Regional","Regional","FRC","Von Braun Center","Von Braun Center","Von Braun Center","AL","USA","Huntsville","700 Monroe Street SW",,"2018-03-17T00:00:00","2018-03-14T00:00:00","35801",2018,50,"http://firstinalabama.org/events/frc-events/rocket-city-regional/",true,"FRC","FIRST Robotics Competition",true,3,"US",27,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28077,34.725222,-86.566317,,,,,
"SBPLI Long Island Regional #1","SBPLI Long Island Regional #1","NYLI",247,"Regional","Regional","FRC","Hofstra University","Hofstra University","Hofstra University","NY","USA","Hempstead","Hofstra Arena",,"2018-04-11T00:00:00","2018-04-09T00:00:00","11550",2018,48,"http://www.sbpli-lifirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",30,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27919,40.708785,-73.624573,"",,"","",
"SBPLI Long Island Regional #2","SBPLI Long Island Regional #2","NYLI2",247,"Regional","Regional","FRC","Hofstra University","Hofstra University","Hofstra University","NY","USA","Hempstead","Hofstra Arena",,"2018-04-14T00:00:00","2018-04-12T00:00:00","11550",2018,48,"http://www.sbpli-lifirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",19,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33225,40.708785,-73.624573,,,,,
"Sacramento Regional","Sacramento Regional","CADA",247,"Regional","Regional","FRC","UC Davis ARC Pavilion","UC Davis ARC Pavilion","UC Davis ARC Pavilion","CA","USA","Davis","Corner of Orchard and LaRue",,"2018-03-24T00:00:00","2018-03-21T00:00:00","95616",2018,60,"http://www.firstsac.org",true,"FRC","FIRST Robotics Competition",true,3,"US",27,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27905,38.556431,-121.746377,"",,"","",""
"San Diego Regional","San Diego Regional","CASD",247,"Regional","Regional","FRC","Del Mar Fairgrounds Arena Complex","Del Mar Fairgrounds Arena Complex","Del Mar Fairgrounds Arena Complex","CA","USA","Del Mar","2260 Jimmy Durante Blvd",,"2018-03-10T00:00:00","2018-03-07T00:00:00","92014",2018,66,"http://sandiegoregional.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",8,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27899,32.96187,-117.232665,"",,"","",
"San Francisco Regional","San Francisco Regional","CASF",247,"Regional","Regional","FRC","St. Ignatius College Preparatory","St. Ignatius College Preparatory","St. Ignatius College Preparatory","CA","USA","San Francisco","2001 37th Avenue",,"2018-03-18T00:00:00","2018-03-15T00:00:00","94116",2018,41,"http://www.firstsfbay.org",true,"FRC","FIRST Robotics Competition",true,3,"US",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28117,37.741108,-122.485687,,,,,
"Santa Fe Regional","Santa Fe Regional","MXSF",247,"Regional","Regional","FRC","ITESM Campus Santa Fe – PrepaTec and Salon de Congresos","ITESM Campus Santa Fe – PrepaTec and Salon de Congresos","ITESM Campus Santa Fe – PrepaTec and Salon de Congresos","DIF","Mexico","Delegacion Alvaro Obregon","Av. Carlos Lazo No. 100","Col. Santa Fe","2018-03-17T00:00:00","2018-03-14T00:00:00","01389",2018,40,,true,"FRC","FIRST Robotics Competition",true,3,"MX",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33353,19.3767,-99.1908,,,,,
"Seven Rivers Regional","Seven Rivers Regional","WILA",247,"Regional","Regional","FRC","La Crosse Center","La Crosse Center","La Crosse Center","WI","USA","La Crosse","300 Harborview Plaza",,"2018-04-07T00:00:00","2018-04-04T00:00:00","54601",2018,54,"http://www.wisconsinfrc.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",24,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28103,43.795836,-91.221089,,,,,
"Shanghai Regional","Shanghai Regional","SHMI",247,"Regional","Regional","FRC","Shanghai Jiao Tong University Huo Yingdong Sports Center","Shanghai Jiao Tong University Huo Yingdong Sports Center","Shanghai Jiao Tong University Huo Yingdong Sports Center","31","China","Minhang District","901 Jiangchuan Rd",,"2018-03-18T00:00:00","2018-03-15T00:00:00","201100",2018,50,,true,"FRC","FIRST Robotics Competition",true,3,"CN",19,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",32879,0,0,,,,,
"Shenzhen Regional","Shenzhen Regional","GUSH",247,"Regional","Regional","FRC","The Sports Center of Shenzhen University","The Sports Center of Shenzhen University","The Sports Center of Shenzhen University","44","China","Shenzhen City","No. 2032 Liuxian Road","Nanshan District","2018-03-10T00:00:00","2018-03-07T00:00:00","518000",2018,50,"http://share.hisports.tv/HiSportVideo.aspx?c=6208",true,"FRC","FIRST Robotics Competition",true,3,"CN",26,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28107,0,0,,,,,
"Silicon Valley Regional","Silicon Valley Regional","CASJ",247,"Regional","Regional","FRC","San Jose State University - The Event Center","San Jose State University - The Event Center","San Jose State University - The Event Center","CA","USA","San Jose","290 South 7th Street",,"2018-03-31T00:00:00","2018-03-28T00:00:00","95112",2018,60,"http://www.firstsv.org",true,"FRC","FIRST Robotics Competition",true,3,"US",19,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27891,37.345558,-121.883995,"",,"","",""
"Smoky Mountains Regional","Smoky Mountains Regional","TNKN",247,"Regional","Regional","FRC","Thompson-Boling Arena - University of Tennessee","Thompson-Boling Arena - University of Tennessee","Thompson-Boling Arena - University of Tennessee","TN","USA","Knoxville","1600 Phillip Fulmer Way #202",,"2018-03-24T00:00:00","2018-03-21T00:00:00","37996",2018,50,"http://tnfirst.org/events/",true,"FRC","FIRST Robotics Competition",true,3,"US",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27957,35.956034,-83.937037,"",,"","",""
"South Florida Regional ","South Florida Regional ","FLWP",247,"Regional","Regional","FRC","Palm Beach Convention Center","Palm Beach Convention Center","Palm Beach Convention Center","FL","USA","West Palm Beach","650 Okeechobee Blvd",,"2018-03-31T00:00:00","2018-03-28T00:00:00","33401",2018,60,"http://firstinflorida.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",44,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27973,26.705811,-80.064783,"",,"","",""
"South Pacific Regional","South Pacific Regional","AUSP",247,"Regional","Regional","FRC","Sydney Olympic Park Sports Centre","Sydney Olympic Park Sports Centre","Sydney Olympic Park Sports Centre","NSW","Australia","Sydney Olympic Park","Olympic Boulevard",,"2018-03-18T00:00:00","2018-03-16T00:00:00","2127",2018,50,"https://firstaustralia.org/",true,"FRC","FIRST Robotics Competition",true,3,"AU",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28127,-33.8396,151.0545,,,,,
"Southern Cross Regional","Southern Cross Regional","AUSC",247,"Regional","Regional","FRC","Sydney Olympic Park Sports Centre","Sydney Olympic Park Sports Centre","Sydney Olympic Park Sports Centre","NSW","Australia","Sydney Olympic Park","Olympic Boulevard",,"2018-03-13T00:00:00","2018-03-10T00:00:00","2127",2018,50,"https://firstaustralia.org/",true,"FRC","FIRST Robotics Competition",true,3,"AU",39,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28129,-33.8396,151.0545,,,,,
"St. Louis Regional","St. Louis Regional","MOSL",247,"Regional","Regional","FRC","Chaifetz Arena","Chaifetz Arena","Chaifetz Arena","MO","USA","St. Louis","1 S. Compton Ave",,"2018-03-10T00:00:00","2018-03-07T00:00:00","63103",2018,48,"http://www.stlfirst.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",7,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27859,38.633829,-90.213138,"",,"","",
"Utah Regional","Utah Regional","UTWV",247,"Regional","Regional","FRC","Maverik Center","Maverik Center","Maverik Center","UT","USA","West Valley City","3200 South Decker Lake Drive",,"2018-03-03T00:00:00","2018-02-28T00:00:00","84119",2018,48,"http://www.utfrc.utah.edu",true,"FRC","FIRST Robotics Competition",true,3,"US",23,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27937,40.692079,-111.947832,"",,"","",""
"Ventura Regional","Ventura Regional","CAVE",247,"Regional","Regional","FRC","Ventura College","Ventura College","Ventura College","CA","USA","Ventura","4667 Telegraph Road",,"2018-03-31T00:00:00","2018-03-28T00:00:00","93003",2018,42,"http://www.frcventuraregional.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",14,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28049,34.270548,-119.217135,,,,,
"Wisconsin Regional","Wisconsin Regional","WIMI",247,"Regional","Regional","FRC","UW - Milwaukee Panther Arena","UW - Milwaukee Panther Arena","UW - Milwaukee Panther Arena","WI","USA","Milwaukee","400 West Kilbourn Avenue",,"2018-03-24T00:00:00","2018-03-21T00:00:00","53201",2018,54,"http://www.wisconsinfrc.com",true,"FRC","FIRST Robotics Competition",true,3,"US",28,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27875,43.036178,-87.916956,"",,"","",""
