"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
6205,"Shandong Technician Academy","SD Tech","Jinan","37","250200",2018,247,2016,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6206,"Shandong Technician Academy","Shandong T","Jinan","37","250200",2018,247,2016,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6207,"Beichen Middle School","Beichen","Binzhou","37","256600 ",2018,247,2016,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6208,"Portage Central High School","Mechstangs","Portage","MI","49002",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.204383,-85.598689
6210,"City Academy","The Dragons Lair","Salt Lake City","UT","84102",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.758805,-111.865417
6212,"Kaniva College","Kaniva College","Kaniva","VIC","3419",2018,247,2016,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-36.3703,141.3127
6213,"Bowie High","Team Quantum","Bowie","MD","20715",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.988865,-76.738966
6214,"Duke Energy Grant/Argosy Foundation/ORC/Anne Weinberger/Tyler Bletsch/Irma McLeod/Leen the Graphics Queen&Pender High&Pender Early College&Topsail High&Heide Trask High","PHEnix","Burgaw","NC","28425",2018,247,2016,"https://sites.google.com/pender.k12.nc.us/phenix/home","USA","US","FRC","FRC","FIRST Robotics Competition",34.550127,-77.935342
6215,"Compass Youth Center","Armored Eagles","Warrenton","NC","27589",2018,247,2016,"www.compassyouthcenters.org","USA","US","FRC","FRC","FIRST Robotics Competition",36.39716,-78.151699
6216,"little town robotics academy","movers and shakers ","chester","PA","19013",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.847709,-75.376375
6217,"Gemini Sign Products/IBM/Quality One WOodworking&Cannon Falls Sec.","Bomb-Botz","Cannon Falls","MN","55009",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.507743,-92.905112
6218,"Preparatoria Tecmilenio","FTM6218","Hermosillo","SON","83000",2018,247,2016,,"Mexico","MX","FRC","FRC","FIRST Robotics Competition",29.1167,-110.4889
6219,"Sullivan Central High School","Cuttin' Edge Robotics","Blountville","TN","37617",2018,247,2016,"cuttinedgerobotics.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",36.533107,-82.359186
6220,"Build It Foundation/The Boeing Company/Build It Workspace, Inc & Los Alamitos High & Neighborhood Group","MEME Team","Los Alamitos","CA","90720",2018,247,2016,"www.losalrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.795614,-118.064756
6221,"Miami High School","Vandals","Miami","AZ","85539",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.40842,-110.868176
6222,"Williamsburg County School District&Hemingway High","Flying Tigers","Hemingway","SC","29554",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.73902,-79.44792
6223,"NASA/Rockwell Automation/Menomonee Falls Optimist Club & Menomonee Falls High","Arsenal Engineering","Menomonee Falls","WI","53051",2018,247,2016,"http://www.fallsathletics.org/page/show/2145654-technology-education-robotics","USA","US","FRC","FRC","FIRST Robotics Competition",43.145602,-88.115779
6224,"Maine National Guard/Strainrite Companies  65 First Flight Dr Auburn,  ME  04210-9049  /L-A Harley-Davidson 839 Main St, Lewiston, ME 04240   www.l-aharley.com /Atlas Supply 47 Lincoln St, Lewiston, ME 04240 · (800) 244-4726/Portland Glass of Lewiston 865 Lisbon St, Lewiston, ME 04240     portlandglass.com  & Saint Dominic Academy","6224 The Saint Dominators","Auburn","ME","04210",2018,247,2016,"http://www.stdomsmaine.org/","USA","US","FRC","FRC","FIRST Robotics Competition",44.094188,-70.244511
6225,"Access Able Designs/Treasure Coast Maker Space/Ignite Your World, DBA Truth Church/Funds 2 Function/Argosy Foundation/KurTrox&Golden Rule Academy","SLC Robotics","Fort Pierce","FL","34981",2018,247,2016,"www.StLucieChristian.org","USA","US","FRC","FRC","FIRST Robotics Competition",27.403812,-80.361046
6226,"Argosy Foundation/2017 FRC® Hardship Grant/IT Edge/Matrix NAC/The Adair Family/The Gibson Family&Burlington City High","Blue Devils","Burlington","NJ","08016",2018,247,2016,"https://www.facebook.com/BlueDevilsFRC6226/","USA","US","FRC","FRC","FIRST Robotics Competition",40.07026,-74.841534
6227,"The Middle School Attached to Northwestern Polytechnical University  / ROBOTERRA & Family Friends","Robohovers","Xi'An","61","710072",2018,247,2016,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6228,"Ministry of Education/Odeabank/Arena Advertising/Trio Machine/Turkish Airlines/Metalinoks/Sisli Municipality/Hisim Group/Fikret Yuksel Foundation/Metal Yapi & Macka Akif Tuncel Vocational and Technical High School","Mat Robotics","Istanbul","34","34367",2018,247,2016,"matrobotics.tk","Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6229,"a-electronics/General Motors/SIMANCAS/DGETI & CBTis 203.   ","spartans","Mexico","MEX","522 14",2018,247,2016,"spartans6229.esy.es","Mexico","MX","FRC","FRC","FIRST Robotics Competition",0,0
6230,"ORT Harmatz College Givat Ram/Bardarian Brothers Ltd./Citadis Israel Ltd.&ORT Harmatz College Givat Ram \t","Team Koi","Jerusalem","JM","9543501",2018,247,2016,"http://frc6230.wixsite.com/team6230","Israel","IL","FRC","FRC","FIRST Robotics Competition",0,0
6231,"Haydar Akın Mesleki Teknik Anadolu Lısesı & Immib Bahcelievler Erkan Avci Mesleki ve Teknik Anadolu Lisesi","AKINCILAR","istanbul","34","34320",2018,247,2016,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6232,"Turkish Airlines/istanbul city municipality/Karbosan/Birboy Tekstil/Raunt/Eteration/Robotus/Cam Merkezi/Pano Metal/Aydoğan Doğrama/Mask Reklam & Florya Koleji","Florya Bisons","istanbul","34","34153",2018,247,2016,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6235,"Dell / NCR / Holcim / God's Garden Pre-School / DBL S Ranch / Texas Workforce & Midlothian Heritage High School","Robo-Nerds","Midlothian","TX","76065",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",32.478311,-96.981773
6236,"DANKEL, Inc. / Haze Battery USA / Lilliput's Dollhouses / Diversitec / Colonial Ford / Lawrence Equipment & Hanover County 4H","Robots at The Center of the Universe","Ashland","VA","23005",2018,247,2016,"www.ratcotu.org","USA","US","FRC","FRC","FIRST Robotics Competition",37.747553,-77.471865
6237,"Martin Engineering/Regional Office of Education - 21st Century Grant & Neighborhood Group","Martin Motion","Neponset","IL","61345",2018,247,2016,"http://www.motion.martin-eng.com/","USA","US","FRC","FRC","FIRST Robotics Competition",41.30107,-89.795298
6239,"Landmark Properties/Steam Rising Incorporated/Single Point Construction/Schaeffer Photographer/NASA/Home Depot - Bowie&Family/Community","The Irrational Engineers","Upper Marlboro","MD","20774",2018,247,2016,"www.theirrationalengineers.com","USA","US","FRC","FRC","FIRST Robotics Competition",38.883657,-76.766349
6240,"Warren County High & Warren Early College High & Warren New Tech High","Eagles of the Knight","Warrenton","NC","27589",2018,247,2016,,"USA","US","FRC","FRC","FIRST Robotics Competition",36.39716,-78.151699
6300,"NASA/NEW YORK TECH VALLEY FIRST SPONSORS & Northwood School","Northwood School Robotics","Lake Placid","NY","12946",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.281966,-73.988816
6301,"SolidWorks&Bristol-Plymouth Voc Tech","Nerointellect-sim Engineering & Robot Design Soiree   N.E.R.D.S.","Taunton","MA","02780",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.904134,-71.10592
6302,"Greeneville High School","Tech Devils","Greeneville","TN","37745",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",36.186641,-82.815175
6304,"The Argosy Foundation/Zhenjiang Investment Consulting Co., Ltd (BAIC Group)/Beijing Automotive Group Co., Ltd.(Referred  to BAIC Group)&Zhenjiang Vocational & Technical College","EAGLE","zhenjiang","32","212016",2018,247,2017,"www.team6304.com","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6305,"NASA & Clovis North High","Stable Circuits","Fresno","CA","93730",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",36.889477,-119.755253
6306,"DoD STEM-Restricted/Analytical Scientific&The Atonement Academy","Atonement Academy CrewStators","San Antonio","TX","78255",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",29.643943,-98.664338
6308,"Saint Paul Christian School","SPCS - Hafabots","Yigo","GU","96929",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",13.539783,144.899632
6309,"Saint Paul Christian School","SPCS - Koko Tek","Yigo","GU","96929",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",13.539783,144.899632
6312,"Christchurch School","Hippocampinae","Christchurch","VA","23031",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",37.597737,-76.450035
6313,"Christchurch School","Hippocampus","Christchurch","VA","23031",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",37.597737,-76.450035
6314,"SOAR/Boeing/DM Site Council/33 North Partners/Lewis Roca Rothgerber Christie/DMHS PTO&Desert Mountain High School","DM Robotics The WolfPack","Scottsdale","AZ","85259",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.601991,-111.813977
6315,"Texas Workforce Commission & Harmony School of Excellence - Laredo","Photons","Laredo","TX","78041",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",27.549459,-99.488974
6317,"NASA/John Deere/STEM Innovators & West High School","Disruptive Innovation","Davenport","IA","52804",2018,247,2017,"https://davenportwest.github.io/6317/","USA","US","FRC","FRC","FIRST Robotics Competition",41.545202,-90.619714
6318,"Freedom Area School District/Metal Products/Baum Machine/Ricos/Eagle Plastics/Subway&Freedom High","FE Freedom Engineers","Freedom","WI","54130",2018,247,2017,"https://sites.google.com/a/freedomschools.k12.wi.us/fe-6318/","USA","US","FRC","FRC","FIRST Robotics Competition",44.291186,-88.273071
6319,"TECMILENIO CAMPUS LOS MOCHIS","ENKI-NOVA","AHOME","SIN","81278",2018,247,2017,"https://www.facebook.com/EnkiNovaUTM/","Mexico","MX","FRC","FRC","FIRST Robotics Competition",24.79832,-107.37668
6320,"Iowa Governor's STEM Advisory Council/Royal Alliance Monaghan Financial Services, LTD. /Maquoketa Valle Coop/Loecke Building Services/Simon's Feed/Regional Medical Center/FIRST&West Delaware High School","Iron Hawks","Manchester","IA","52057",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.48584,-91.458289
6321,"NASA/Texas Workforce Commission/Leander Educational Excellence Foundation/Leander ISD/SolidWorks/FIRST in Texas/Integrated Metal Products & Rouse H S","R-Cubed  Rouse Raider Robotics","Leander","TX","78641",2018,247,2017,"www.rouserobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",30.52788,-97.88034
6322,"Orange Park High School & Oakleaf High School","ONECLAY A.R.M.O.R.Y.","Orange Park","FL","32073",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.174663,-81.758375
6323,"Halton District School Board/JMP Engineering/ABC Group/L3 Wescam/Douglas Dental Care/UPS Battery Inc./Procor&Dr. Frank J Hayden Secondary School","Hayden Robotics","Burlington","ON","L7M0N6",2018,247,2017,"haydenrobotics.ca","Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
6324,"Salem High School","The Blue Devils","Salem","NH","03079",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.790395,-71.219808
6325,"Georgia Robotics Alliance/Big Blue Saw/Siemens /STREM HQ & Family/Community","Reset Robotics","Alpharetta","GA","30005",2018,247,2017,"www.resetrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",34.08061,-84.200785
6326,"Open Works/Abell Foundation/NASA/Baltimore Robotics Center&Western High&Mergenthaler Vocational-Technical High&Paul Laurence Dunbar High&National Academy Foundation","⚡ Baltimore Bolts ⚡","Baltimore","MD","21223",2018,247,2017,"www.baltimorebolts.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.28026,-76.65054
6327,"NASA/4-H of Delaware County/Penn State/The Eastern Pennsylvania Robotics Alliance & Family/Community","Tin Men","Media","PA","19063",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.91944,-75.42048
6328,"NASA/Littleton Electic Light & Water Departments/iRobot & Littleton STEM Education Foundation","Mechanical Advantage","Littleton","MA","01460",2018,247,2017,"www.littletonrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.543481,-71.484168
6329,"Robotics Institute of Maine/Northeast Cable Construction/IDEX/Maine Maritime Academy/Foster & Company LLP, Certified Public Accountants/Orland Pump Repair and Drain Cleaning/MELMAC/The Jellison Family/The Ginn Family/Alan Nelson & Bucksport High School","The Bucks' Wrath","Bucksport","ME","04416",2018,247,2017,"https://www.facebook.com/thebuckswrath/","USA","US","FRC","FRC","FIRST Robotics Competition",44.575891,-68.787997
6330,"ST. JOAN OF ARC CATHOLIC SECONDARY SCHOOL","6330 - Arc Angels","Mississauga","ON","L5J 1C9",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",43.50806,-79.62363
6331,"Argosy Foundation/FCA /Certa Oppertune/Lowes Canada/REKO Tool and Mold&ECOLE SECONDAIRE L'ESSOR","Sabotage","Windsor","ON","N8N 3E4",2018,247,2017,"lessorrobotics.ca","Canada","CA","FRC","FRC","FIRST Robotics Competition",42.31508,-82.86347
6332,"NASA/Mertek/Adam Dickinson/Alon Greyber, Emily Spero, Elizabeth Beyer, Ben Bartnik/Scott and Lori Resnick/Kontek/American Underground & Riverside High","Bull City Botics","Durham","NC","27705",2018,247,2017,"bullcitybotics.co","USA","US","FRC","FRC","FIRST Robotics Competition",36.017812,-78.948419
6333,"Putnam High School","Scavenger Robotics","Putnam","CT","06260",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.90676,-71.86698
6334,"Luck Stone/J&A Innovations, LLC/KSA Interiors, LLC&Institute for Science Technology Engineering & Math","Aluminati","Midlothian","VA","23113",2018,247,2017,"http://aluminatirobotics.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",37.535176,-77.670301
6335,"NASA & 4-H Youth Development Organization","Terminal Velocity","Burlington","MA","01803",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.508545,-71.201304
6336,"Junior Optimist International","Javawockies","Springwater","ON","L0M1S0",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
6337,"Robotics Institute of Maine/Argosy Foundation&Maine Central Institute","Maine Central Institute Robotics","Pittsfield","ME","04967",2018,247,2017,"https://www.facebook.com/MCIRobotics/","USA","US","FRC","FRC","FIRST Robotics Competition",44.772452,-69.399569
6338,"Home School","DRIVING STEEL","Macomb","MI","48044",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.651262,-82.925811
6339,"Pelican Falls Science and Tech Club&PELICAN FALLS FIRST NATION HIGH SCHOOL","Pelican Falls First Nations High School","Sioux Lookout","ON","P8T 1B9",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",50.09417,-91.91794
6340,"NASA/GE Power/ASYS Automation LLC & Marist School","Marist Screaming Eagles","Atlanta","GA","30319",2018,247,2017,"https://www.maristrobotics.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.87546,-84.333398
6341,"NASA/Towne Lake Optimist Club/Inalfa Roof Systems, Inc/Lowe's/Georgia Science Teachers Associations/Cherokee County Educational Foundation (CCEF)/Kronos Incorporated/Morgan's ACE Hardware & Etowah High School","Etowah Electric Eagles","Woodstock","GA","30189",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.126928,-84.563188
6342,"Bishop Tonnos Catholic Secondary School","BT Robotics","Ancaster","ON","L9G5E3",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
6343,"Boeing/The Kirkelie Family/Applied Motion Systems/The Holter Family/Ridgefield School District&Ridgefield High School","Steel Ridge Robotics","Ridgefield","WA","98642",2018,247,2017,"https://steelridge6343.com","USA","US","FRC","FRC","FIRST Robotics Competition",45.793986,-122.689276
6344,"Yale Senior High School","Yale Jiggawattz","Yale","MI","48097",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",43.116201,-82.794016
6345,"Watersmeet Township School","Nimrod Nation","Watersmeet","MI","49969",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",46.268905,-89.174316
6346,"Norwalk High School","Norwalk High School Robotics","Norwalk","CT","06851",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.132716,-73.402689
6347,"ST. JAMES HIGH SCHOOL","St. James Lions","Guelph","ON","N1E 5G9",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",43.55946,-80.2349
6348,"ITESM PREPA TEC COLIMA","HORUS","COLIMA","COL","28017",2018,247,2017,"http://www.horuscolima.com","Mexico","MX","FRC","FRC","FIRST Robotics Competition",28.3,-107.85
6349,"NASA & Albany High School","Albany High Indians","Albany","GA","31701",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",31.572819,-84.163287
6350,"Boeing/Parker - Helac&Enumclaw Sr High School","J.E.D.I.S.","Enumclaw","WA","98022",2018,247,2017,"https://sites.google.com/site/ehsr6350/","USA","US","FRC","FRC","FIRST Robotics Competition",47.20872,-121.86342
6351,"Rundle College Jr./Sr. High School","Rundle College Robotics","Calgary","AB","T3H3W5",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
6352,"Toyota North America/Arizona Challenger Space Center/AZFirst/Steve Sanghi Family Foundation/James A Unruh Family Foundation/Bechtel&Family/Community","LAUNCH TEAM","Peoria","AZ","85382",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.649198,-112.247486
6353,"Argosy Foundation/GitHub&No.2 High School of East China Normal University","Zodiac","Shanghai","31","201203",2018,247,2017,"https://www.team6353.com","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6354,"Shanghai Jiading No.1 High School","Jiayi Superhuman Strength","Shanghai","31","201800",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6355,"Buca-Sadowski Family/FIRST Robotics/Grace Church/NASA Glenn Research Center&Family/Community&Family/Community","Robots Over Parma","Cleveland","OH","44130",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.380101,-81.785719
6356,"Meta Academy","MetaRobotics","Shenzhen","44","518000",2018,247,2017,"http://www.metarobotics.org","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6357,"NASA/Thorlabs/Texas Workforce Commission/FIRST in Texas/Dripping Springs ISD & Dripping Springs H S","The Spring Konstant","Dripping Springs","TX","78620",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.25026,-98.12016
6358,"Buhl High School","The Buhlean Operators ","Buhl","ID","83316",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.604315,-114.762452
6359,"NASA & Family/Community","TechKnow Difficulties","Aurora","NE","68818",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.85508,-98.0127
6360,"Quanzhou No.5 Middle School & Quanzhou No.5 Middle School","Quanzhou No.5 Middle School","Quanzhou","35","362000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6361,"Shanghai Fengxian Shuguang High School","The Blazer","Shanghai","31","201411",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6362,"Shanghai fengxian secondary specialized school","Shengxue Corps","Shanghai","31","201499",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6363,"First in Texas/Texas Workforce Commission /Argosy FRC Rookie Grant/EA Collins and Sons&El Campo H S","BirdBots","El Campo","TX","77437",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",29.198562,-96.272851
6364,"Microsoft Canada&WEST VANCOUVER SCHOOL DISTRICT 45&WEST VANCOUVER SECONDARY SCHOOL&ROCKRIDGE SECONDARY SCHOOL&ECOLE SENTINEL SECONDARY SCHOOL","Ten Ton Robotics","West Vancouver","BC","V7V 2G7",2018,247,2017,"https://www.facebook.com/TenTonRobotics/","Canada","CA","FRC","FRC","FIRST Robotics Competition",49.33837,-123.15677
6365,"Shanghai Huangpu Teenagers Science and Technology Activity Center","Imperial star destroyer","Shanghai","31","200020",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6366,"NASA/BOSCH LLC/Bosch Rexroth Corporation & Hillcrest High","RAM Rodz Robotics","Simpsonville","SC","29681",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.777584,-82.128196
6367,"NASA/Anchor Labs/H. E. Moore Corp. & Edward Brooke Charter School","The ElectroLights","Boston","MA","02127",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.33896,-71.02529
6369,"Argosy Foundation/Texas Workforce Commission/Best Buy McKinney/Emerson Process Management/Texas Instruments/Loews McKinney Store #2878/McKinney Lions Club&Family/Community","Mercenary Robotics","McKinney","TX","75070",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.16912,-96.691924
6371,"Iowa Governor's STEM Advisory Council/Spencer Community School District&Spencer High School","Spencer Robotics","Spencer","IA","51301",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",43.144591,-95.144154
6372,"NXP Semiconductors N.V./Plasma Robotics, FRC Team 2403/Wireless Signal Solutions/Friends and Family of Chi-squared Robotics & Eduprize School Gilbert","Chi-squared Robotics","Gilbert","AZ","85233",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.355672,-111.803866
6373,"NASA/TVA/EPB & Chattanooga Robotics","River City Robotics","Chattanooga","TN","37404",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",35.027912,-85.272196
6374,"Nanchong  Robotics  Association","NanChong Union","Nan Chong","51","637000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6375,"The High School Affiliated to Renmin University of China (The Combined School )","MC²","Beijing","11","100080",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6376,"Fengxian Zhiyuan high school","Further Dream","Shanghai","31","201499",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6377,"3M/NASA/Microchip Technology/NXP/ATX Robotics&Home School","Howdy Bots","Austin","TX","78759",2018,247,2017,"http://www.howdybots.org","USA","US","FRC","FRC","FIRST Robotics Competition",30.3972,-97.75176
6378,"STEPHEN LEWIS HIGH SCHOOL","LYNX","Mississauga","ON","L5M 7E6",2018,247,2017,"http://frc6378.weebly.com/","Canada","CA","FRC","FRC","FIRST Robotics Competition",43.556324,-79.742388
6379,"Iowa Governors STEM Advisory Council/John Deere&Southeast Polk High School","Terabyte of Ram","Pleasant Hill","IA","50327",2018,247,2017,"https://sites.google.com/a/southeastpolk.org/southeast-polk-first-robotics-competition/","USA","US","FRC","FRC","FIRST Robotics Competition",41.578216,-93.491427
6380,"VİZYON KOLEJİ","Orion","Istanbul","34","34000",2018,247,2017,"http://team6380.wixsite.com/orion","Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.8453,33.5064
6381,"NASA & Family/Community & North High","Red Raider Robotics","Sheboygan","WI","53083",2018,247,2017,"http://redraiderrobotics6381.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",43.80234,-87.7698
6382,"NASA & Rancho Buena Vista High","RoboHornz","Vista","CA","92081",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.192078,-117.236148
6383,"深圳市福景外国语学校","PLUG&PLAY","Shenzhen","44","518000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6384,"Hisar School","Hisar Ravens","Gokturk ISTANBUL","34","34077",2018,247,2017,"http://www.hisarravens.com","Turkey","TR","FRC","FRC","FIRST Robotics Competition",40.1589,32.3609
6385,"Jinhua Foreign Language School & Jinhua Aiqing High School & Jinhua No.1 High School & Jinhua No.4 Middle School","TrueMoe","Jinhua","33","321000",2018,247,2017,"http://6385true.moe","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6386,"Toyota  & CUYRA","Guangzhou research robot club","GUANGZHOU","44","510000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6387,"Amazon /Penn Real Estate Group/TD bank&Family/Community","Discobots Canada","Brampton","ON","L6P4E9",2018,247,2017,"bramptonrobotics.org","Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
6388,"Eyüboğlu Eğitim Kurumları","WonderWorks Robotics","istanbul","34","34762",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6389,"high school affiliated to nanjing normal university jiangning campus","Matster Mechanist","Nanjing","32","211112",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6390,"Microsoft/IBEW213/The Argosy Foundation &NORTH SURREY SECONDARY SCHOOL","Hephaestus ","Surrey","BC","V4N 2R8",2018,247,2017,"HTTPS://roboticshephaestus3.wixsite.com","Canada","CA","FRC","FRC","FIRST Robotics Competition",49.17738,-122.78178
6391,"Ursuline Academy","Ursuline Bearbotics","Saint Louis","MO","63122",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.584479,-90.41402
6392,"Jinan high school united","Dimension Creator","Chengdu","51","610036",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6393,"威尼尔（中国）-Vernier（China Shanghai）/Intel（China）/搭搭乐乐/中国城市青少年机器人联盟&fujingwaixiao","Pioneer","Zhengzhou","43","450000",2018,247,2017,"www.team6393.com","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6394,"Suzhou Foreign Language School&futian","MITO","Suzhou","32","215000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6395,"nanshanzhongxue","Xindu No.2 High School ","Chengdu ","51","610000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6396,"Pensacola Private School of Liberal Arts","Steel Tempest","Pensacola","FL","32501",2018,247,2017,"www.frssteeltempest.com","USA","US","FRC","FRC","FIRST Robotics Competition",30.419339,-87.21907
6397,"ARCHBISHOP ROMERO SECONDARY SCHOOL","Romero Robotics","York","ON","M6N 2H4",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",43.68113,-79.48176
6398,"NASA&Santa Paula High","Kilo-bots","Santa Paula","CA","93060",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.358433,-119.070823
6399,"济南外国语","Jinan foreign language school","JINAN","37","250000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6400,"Manhattan FIRST Robotics/FORMation Architecture/Sofie Family&Family/Community","The Manhattan Project","Manhattan","MT","59741",2018,247,2017,"manhattanfirstrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",45.76488,-111.33894
6401,"NASA & Clarkstown North Senior High School","Clarkstown North 8-Bit Rams","New City","NY","10956",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.144539,-73.996493
